geo_code,geo_label,geo_labelw,label,name,HubName,HubDist
W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,W92000004W06000016,Rhondda Cynon Taf,"59228",1.21380365232285
S12000013,Eilean Siar,,S92000003S12000013,Eilean Siar,"130693",194.594756250393
W06000013,Bridgend,Pen-y-bont ar Ogwr,W92000004W06000013,Bridgend,"45214",0.430741008302758
E07000138,Lincoln,,E92000001E07000138,Lincoln,"57517",27.076793701426
E07000166,Richmondshire,,E92000001E07000166,Richmondshire,"9635",0.0679201297666685
E07000105,Ashford,,E92000001E07000105,Ashford,"26989",29.8622868841373
95JJ,Coleraine,,N9200000295JJ,Coleraine,"146785",73.4145351226675
W06000022,Newport,Casnewydd,W92000004W06000022,Newport,"64789",9.395764334506
E08000034,Kirklees,,E92000001E08000034,Kirklees,"160929",0.271228527498318
E07000126,South Ribble,,E92000001E07000126,South Ribble,"132815",7.02544425412437
S12000006,Dumfries & Galloway,,S92000003S12000006,Dumfries & Galloway,"127552",34.5697937224027
E09000023,Lewisham,,E92000001E09000023,Lewisham,"156696",84.0509232114754
E06000018,Nottingham,,E92000001E06000018,Nottingham,"153526",1.08427420182669
E09000028,Southwark,,E92000001E09000028,Southwark,"156696",88.0396197730653
E07000133,Melton,,E92000001E07000133,Melton,"146526",6.09904335978469
E07000219,Nuneaton and Bedworth,,E92000001E07000219,Nuneaton and Bedworth,"88131",0.0109314438982968
95DD,Ballymena,,N9200000295DD,Ballymena,"142525",65.9042063086449
E07000097,East Hertfordshire,,E92000001E07000097,East Hertfordshire,"156696",101.273616976024
E06000039,Slough,,E92000001E06000039,Slough,"90213",115.490484179732
E07000199,Tamworth,,E92000001E07000199,Tamworth,"154234",0.501953166765359
E07000173,Gedling,,E92000001E07000173,Gedling,"153856",2.4141814734443
E07000082,Stroud,,E92000001E07000082,Stroud,"23351",13.9131803740046
E06000034,Thurrock,,E92000001E06000034,Thurrock,"156696",58.9647309628262
W06000019,Blaenau Gwent,Blaenau Gwent,W92000004W06000019,Blaenau Gwent,"77668",0.15339028163437
E09000025,Newham,,E92000001E09000025,Newham,"156696",82.2117718004607
S12000046,Glasgow City,,S92000003S12000046,Glasgow City,"152736",0.393015075236089
E06000027,Torbay,,E92000001E06000027,Torbay,"129499",70.0918075452977
E09000024,Merton,,E92000001E09000024,Merton,"156696",95.2579098561401
E07000030,Eden,,E92000001E07000030,Eden,"153867",4.88813198150833
E06000017,Rutland,,E92000001E06000017,Rutland,"146527",25.2766851157921
E07000209,Guildford,,E92000001E07000209,Guildford,"156696",121.371223170331
E07000188,Sedgemoor,,E92000001E07000188,Sedgemoor,"85254",28.427342895487
E06000035,Medway,,E92000001E06000035,Medway,"156696",43.3729554019246
E09000029,Sutton,,E92000001E09000029,Sutton,"156696",94.260181235913
E07000148,Norwich,,E92000001E07000148,Norwich,"156696",146.230355434993
S12000038,Renfrewshire,,S92000003S12000038,Renfrewshire,"123882",0.475647582677337
E06000006,Halton,,E92000001E06000006,Halton,"35548",6.42181728902356
E07000177,Cherwell,,E92000001E07000177,Cherwell,"90213",47.7274463961744
E07000081,Gloucester,,E92000001E07000081,Gloucester,"27201",15.0407120250723
E09000019,Islington,,E92000001E09000019,Islington,"156696",92.6952875543275
E07000119,Fylde,,E92000001E07000119,Fylde,"131490",22.0390851840039
95FF,Banbridge,,N9200000295FF,Banbridge,"142525",124.470756582346
E07000226,Crawley,,E92000001E07000226,Crawley,"156696",97.5947327438861
E06000013,North Lincolnshire,,E92000001E06000013,North Lincolnshire,"148220",24.1982200145607
E07000108,Dover,,E92000001E07000108,Dover,"165912",0.599556466898423
E06000014,York,,E92000001E06000014,York,"159574",9.11284804189549
95HH,Carrickfergus,,N9200000295HH,Carrickfergus,"109851",76.2286568416779
E06000016,Leicester,,E92000001E06000016,Leicester,"89184",11.7118382869562
E07000062,Hastings,,E92000001E07000062,Hastings,"9442",55.7445256261591
E07000010,Fenland,,E92000001E07000010,Fenland,"146526",68.3600277576593
E08000020,Gateshead,,E92000001E08000020,Gateshead,"2271",0.251260407759529
E41000052,"Cornwall,Isles of Scilly",,E92000001E41000052,"Cornwall,Isles of Scilly","153989",103.74255472844
W06000015,Cardiff,Caerdydd,W92000004W06000015,Cardiff,"67899",8.22385815496014
E07000026,Allerdale,,E92000001E07000026,Allerdale,"145585",4.09100030144262
E08000024,Sunderland,,E92000001E08000024,Sunderland,"26802",0.807917477895274
E07000050,North Dorset,,E92000001E07000050,North Dorset,"86387",36.4379983190308
E07000218,North Warwickshire,,E92000001E07000218,North Warwickshire,"87611",1.57480598181008
E07000099,North Hertfordshire,,E92000001E07000099,North Hertfordshire,"90213",99.8934713695804
E07000103,Watford,,E92000001E07000103,Watford,"90213",107.447839744754
E08000017,Doncaster,,E92000001E08000017,Doncaster,"149115",2.51536434550756
S12000045,East Dunbartonshire,,S92000003S12000045,East Dunbartonshire,"10033",0.101348151741604
E07000120,Hyndburn,,E92000001E07000120,Hyndburn,"32097",0.104463025554796
E06000054,Wiltshire,,E92000001E06000054,Wiltshire,"86381",34.2861942536479
E07000234,Bromsgrove,,E92000001E07000234,Bromsgrove,"57028",9.57752826532405
E07000101,Stevenage,,E92000001E07000101,Stevenage,"90213",101.712786712212
W06000006,Wrexham,Wrecsam,W92000004W06000006,Wrexham,"43155",0.129765692887207
E07000072,Epping Forest,,E92000001E07000072,Epping Forest,"156696",82.761596261462
S12000040,West Lothian,,S92000003S12000040,West Lothian,"119385",0.600449369753435
E09000011,Greenwich,,E92000001E09000011,Greenwich,"156696",79.9390962609856
E07000048,Christchurch,,E92000001E07000048,Christchurch,"86387",68.5230080117973
E07000220,Rugby,,E92000001E07000220,Rugby,"90213",8.54514718282297
E07000141,South Kesteven,,E92000001E07000141,South Kesteven,"146526",29.3111268921542
E07000216,Waverley,,E92000001E07000216,Waverley,"86380",124.771273559523
W06000023,Powys,Powys,W92000004W06000023,Powys,"58321",50.4305920957507
S12000019,Midlothian,,S92000003S12000019,Midlothian,"134773",0.431715085293594
E08000022,North Tyneside,,E92000001E08000022,North Tyneside,"154181",0.170100768726032
E07000221,Stratford-on-Avon,,E92000001E07000221,Stratford-on-Avon,"90213",27.7284271278514
E06000030,Swindon,,E92000001E06000030,Swindon,"80526",47.5861487096924
E06000055,Bedford,,E92000001E06000055,Bedford,"90213",71.1663808651415
E08000018,Rotherham,,E92000001E08000018,Rotherham,"62379",0.797878025125158
S12000015,Fife,,S92000003S12000015,Fife,"6058",1.50495432621991
E06000001,Hartlepool,,E92000001E06000001,Hartlepool,"99809",6.79726623726149
